x,y,z,Frame
77.87457854240694,-90.40589374412718,25.035467079048022,0
16.590756272028887,-49.566971208646855,47.04642636433465,0
18.421589515525216,-45.64677637113215,44.764398554075505,0
30.61571245095834,-32.1040397044206,49.03659099451838,0
36.78593059434245,-31.254622688845437,57.74490417062914,0
19.86525815611413,-59.07441976092523,69.67293109980365,0
64.84688052634164,-38.31465798135295,70.1856893374785,0
60.23861051186541,-29.082983044596645,51.53705218819577,0
60.754740091334185,-65.43247646821357,29.97646391880565,0
89.69486283160624,-98.62018529806404,57.545830743674685,0
69.46963337028173,-110.72288525545947,39.307310589038345,0
86.28566299905164,-78.77516075092237,76.46112203619224,0
91.93922149697974,-81.25208222231726,39.85055792158684,0
84.14232790738319,-55.63849844769658,43.128879893471236,0
65.45922841100777,-94.36083477541342,27.13962728161547,0
51.763361379356084,-73.62742471203798,29.585949869772303,0
48.20675251455919,-29.6367048278007,35.32194596374628,0
73.1488272433043,-111.05864160790102,49.000340707014026,0
87.90219776489097,-84.60023859472841,30.805972482221893,0
74.47959354191356,-57.576429362599754,31.495962241497995,0
28.95916460232689,-52.139731785450756,75.15865496665351,0
14.30491817058892,-58.93111772205845,58.42314741733313,0
20.76157955807333,-62.414952145758775,70.17814413541322,0
31.512492831811322,-58.27395701190581,81.90575001696983,0
12.061881863220679,-62.919117823744585,64.66101963286502,0
18.56923582311597,-60.88815243461972,75.37250370647791,0
26.85602407872994,-59.553994751203454,83.81660051368995,0
28.48652540505488,-66.34430328465014,83.88321960225036,0
16.623723392696824,-66.78173829663045,68.31782914253763,0
12.979036174605229,-70.29560350222242,61.53087110491489,0
31.46828496276532,-67.82954142343605,80.22062117695427,0
18.01273617184476,-74.08787105086954,69.89200475780618,0
36.9384508410584,-41.245313004772974,78.31968453367793,0
60.51252294429277,-52.17096874984151,90.0116784940153,0
20.865344342368683,-74.36256834539513,74.87613628101838,0
72.79824364293461,-42.27794102460809,48.901280263551946,0
38.72429440999566,-64.99339245008596,26.13277092272312,0
