x,y,z,Frame
57.484893537866135,-115.56810876988968,-5.378938299509317,0
10.630166043361044,-46.490698493546354,26.387627930878658,0
14.233607648386931,-45.577114377371004,25.445951493511323,0
30.9085352350702,-32.52725791708026,28.427360794815936,0
38.52065493512277,-30.13577055117482,38.70940416871474,0
14.281730178395481,-55.10035296519839,53.76552899537263,0
62.78184483934153,-46.101652644805704,52.459818375930375,0
56.426881083622206,-38.78110188581596,33.56261013343377,0
46.13833806585551,-80.525598625059,8.673857833855777,0
68.58401992853905,-122.57146136634873,32.80781395844835,0
47.03042768247672,-136.3925032580884,15.079767840377945,0
71.18022074081638,-97.25845605849499,52.26572534135103,0
72.09493714530076,-108.99801169832861,14.720186167092969,0
69.27234296275321,-77.62469389836437,23.941744385858524,0
44.259752595653104,-117.38662689768222,-2.772553511315569,0
35.61752544885355,-85.96930162089477,10.0847158564878,0
42.483961875982914,-35.57871804906924,16.58723809548733,0
52.62084516903895,-134.74323452577755,25.618528279355427,0
67.07703422214642,-113.18376041219797,5.024622571577125,0
56.609454056785786,-76.74958125692669,14.630850942500084,0
27.328124186894424,-48.60740143430145,58.049478007668846,0
9.194759250171234,-55.469416312440764,40.41770272110334,0
13.006527221620145,-56.62692222992931,54.47333660357007,0
25.523457449883914,-50.88305522491169,66.13460726455489,0
-2.7013233608822595,-52.94642614454824,47.595748679919026,0
7.626706693842179,-52.17547904733592,60.20332833352389,0
18.361094961103838,-50.86528043912185,69.20971104544411,0
18.788430757425957,-59.86866416279184,68.75905606081098,0
1.4610989549298241,-57.65827447907419,52.15728002125683,0
3.9070592506635746,-60.87896884992603,43.81027472444084,0
23.145075654841115,-63.24498395937165,64.53721923213045,0
7.222972553330002,-64.3385798486187,53.563103475047335,0
38.09316946430135,-44.28414176074997,61.953323781118854,0
57.794165687167094,-61.63327811924411,71.63170620333148,0
9.438856160497627,-66.3102169494531,58.67813599534384,0
62.94200274736723,-60.105181565761356,29.218312850683965,0
28.273202007421165,-70.55665047082209,16.12670307271852,0
49.05358055396399,-58.41404234220475,20.976261700023226,0
62.9417277427244,-80.11228351172379,57.95512518112449,0
50.46131504812696,-99.2811162276526,8.387795755040164,0
71.01638984684259,-113.31759361877212,43.273423130403216,0
70.82133008638448,-96.27711632904058,19.18336674764889,0
43.393387036186304,-101.48513889255725,7.23281632813757,0
60.6207404763042,-95.2896212232195,12.319263838196768,0
16.140050895569612,-56.690844651578026,12.523444568721409,0
7.371950643805353,-56.521634291687796,37.8438265595214,0
8.096144566358134,-52.656638161651,15.187197484895638,0
46.80195818816303,-74.30424857623537,75.63504296200271,0
31.066525645360684,-67.2686524578566,69.44493067524337,0
20.6603108207816,-37.680739417799344,23.95193647322066,0
73.1582613097131,-116.74539922794575,21.18861659404692,0
74.69108730094841,-86.0651348293849,38.668285382335746,0
39.64079191652671,-39.04922933177586,55.49808659324282,0
