x,y,z,Frame
100.05467592944447,-62.43911017936155,-75.48035807262255,0
34.729013910244376,-21.485599910887213,-61.207755494850154,0
39.683731275359776,-17.58871407389848,-60.219911382495326,0
49.27300317479877,-10.23419592731374,-44.382279722893195,0
61.46495138028411,-10.58503406168009,-37.049046873654646,0
40.01337906062494,-37.49055315676921,-32.057285437896866,0
84.11984053114922,-27.87124406975464,-36.470747253422346,0
82.84674755918874,-5.8327757793926995,-44.75667069948477,0
91.20315618701594,-34.75013290147179,-82.83581796691305,0
109.602472096444,-74.99056025352706,-51.139684371971846,0
94.46411148754359,-91.60554663279204,-77.31889784912676,0
107.17920481460675,-60.47363558816937,-32.4347552281492,0
117.90718602235486,-56.229737181800594,-62.81562071288058,0
111.03242916361607,-32.605607931007235,-58.09756433188441,0
93.33124685907566,-64.01408092288892,-78.34043564435679,0
75.05795059950698,-44.89257808145534,-87.11673962261054,0
70.52308176285334,-1.2412891131452222,-65.07167888997884,0
100.12086066851802,-92.53253074377537,-62.921106497246754,0
106.24640522139761,-60.34525608704732,-70.39171277144713,0
100.45517291874381,-27.52974332141311,-72.65254597397309,0
45.95013698892695,-35.64083457042297,-18.0432594081447,0
30.396934227056544,-37.5714195144542,-44.96073311841112,0
41.98136562535893,-42.01120062186354,-34.55728786607154,0
50.20851101828173,-44.4095046482757,-17.64726946017079,0
24.192156200078415,-44.37051577558962,-41.001890180018485,0
35.362065603617246,-38.54238062233793,-24.982472338492286,0
46.31230948053779,-44.994015766740446,-14.658891544903126,0
46.394105894738914,-57.069945085819505,-18.492955814666782,0
27.322760478525996,-53.72046035546018,-38.43741175394274,0
27.525093488101568,-52.70113511476332,-50.098225469288714,0
47.85844651541619,-54.167040016738554,-28.55813941006995,0
32.80158204640178,-59.66690857899372,-43.067372176251176,0
61.13147689831652,-25.37462872792255,-13.81198621294267,0
77.63162931476273,-41.28415504243375,-29.228249358597946,0
34.64088024470066,-65.69955380161062,-35.432830202408724,0
97.90493033634098,-21.509042328306567,-53.73078557914374,0
63.406261750724575,-36.286787339061284,-88.72410687298725,0
89.64467526079483,-19.345143265822347,-65.96240298991054,0
95.25896191274892,-51.87584929228805,-31.7855745997506,0
97.27159264835018,-49.958403774808566,-81.08182652055443,0
109.5904028649043,-69.30768927042622,-42.97990864825751,0
113.39110204884977,-46.11961685077378,-61.295790290977436,0
85.81880822512294,-52.685723988150876,-79.1551088727599,0
107.40604716972584,-44.183658246927884,-71.9518295479557,0
42.31153526539813,-25.39891440781663,-92.64054540057678,0
30.59459587091186,-41.91074351401261,-53.401414895552236,0
35.291876730355405,-32.276455727835035,-83.01723164649133,0
