x,y,z,Frame
87.77549367079737,-100.95220129657112,-115.41833392553443,0
2.6104947282560134,-47.23281294156051,-75.6949887361159,0
3.642288918055744,-44.90846546369111,-78.0465260878525,0
18.648928601405743,-30.70307208025606,-71.0275308799909,0
21.40362010982331,-33.531264916844584,-60.92058483766837,0
-0.34259248223252803,-58.90088430999721,-53.35351027644272,0
53.60504024492434,-40.11579233995761,-39.02718058701375,0
51.99881948720148,-29.47249148720117,-60.27316187097437,0
62.32178556850108,-69.15717061480957,-100.2248857276344,0
84.31384955993622,-109.08986868020345,-69.05781413358457,0
72.63186897478468,-128.05408150629677,-97.00371322062901,0
72.39655859949968,-87.52135729259524,-43.87307606376918,0
92.1436803182817,-92.20782430394821,-87.57824118446354,0
79.69003051883787,-57.97823044022317,-73.47658223175415,0
69.93187467404996,-106.78305961883537,-114.09522395517887,0
49.732993337702865,-78.65670573889128,-102.79025334001672,0
41.37268840790522,-28.058435758263244,-81.22071443209994,0
73.49213406533931,-125.00324130470122,-83.32265858180762,0
97.58588988400084,-95.9859332762561,-100.76137082468645,0
73.99795310831425,-59.699611360186495,-90.66150543079058,0
6.998314654388078,-56.033987848935446,-40.88576331031088,0
-2.179898172440105,-56.531907573196314,-64.60901693732765,0
-0.6211778232110007,-60.38523236041779,-51.63130469561016,0
10.509266229080607,-58.32894382635803,-35.803638592565875,0
-10.005477388134464,-60.626224865773764,-57.03827993331199,0
-4.539988954972363,-59.43109857150496,-46.1004148174018,0
4.5908237822850175,-58.36216237376734,-35.15564957658263,0
9.981960435528492,-68.34154859346795,-38.802063627908595,0
-2.948447247953859,-68.49736424011805,-53.94674881264397,0
-7.546235158084369,-68.25906285351796,-59.79509349412358,0
12.747563112564153,-68.50899335208024,-41.42821166261224,0
-2.405055928885554,-73.30685798148563,-52.966267968310106,0
17.76101530733273,-44.04320235469526,-34.00216726034042,0
42.90508781347966,-57.02417154337348,-23.03344127764607,0
0.33968488615843534,-74.95488907589868,-49.0695154569229,0
68.48942317357337,-44.32777742338525,-66.8226364879987,0
34.16135414869434,-67.51544058601175,-99.1799009339367,0
57.865690620153785,-45.36530123001007,-83.46326383015352,0
62.81994424255457,-72.58317790090133,-30.624625731086947,0
73.33436638589657,-86.60726483817686,-105.68125220463475,0
78.45220863852833,-99.66845995734143,-57.057381115429585,0
86.30293607972173,-77.60501416974081,-81.3553669772536,0
61.44399551641767,-93.38483497078283,-111.89827378948775,0
78.94240517577488,-79.18868080141807,-92.69050277091665,0
20.018587955558395,-57.54152566604749,-95.62962507527911,0
-1.365583679597396,-58.49009807704561,-66.72201200749431,0
10.581176684524284,-56.20284395174707,-88.54247276383485,0
36.165413419489724,-73.57934386228074,-27.055866950444763,0
21.567603964573244,-70.59820774953363,-37.67183748138506,0
10.118474186099803,-38.196864876833416,-76.88742369001761,0
94.53008399286709,-101.34452038152143,-78.73678508438809,0
79.94471390739392,-70.33241514607754,-56.382433617728495,0
23.10466731916853,-36.942825895466086,-45.51493103497202,0
73.95798872685556,-122.80185797887654,-109.00665296137576,0
90.68034435299998,-116.10260073383105,-112.44320572221136,0
67.80140841708719,-54.03803295800848,-46.919479264624165,0
83.70159234601012,-86.19545987368632,-68.23799947471629,0
72.27458739725911,-122.78619335131116,-67.50927562946283,0
54.27629000873457,-100.72888258367574,-39.480753926404745,0
