x,y,z,Frame
98.15682511338245,-113.1547890710308,-25.908658659164406,0
28.15038544605909,-59.20632617515718,25.01995816795978,0
29.80871476144851,-55.71932318983159,22.216312388774593,0
46.13412433056766,-45.468830166091045,28.8132675742134,0
51.05209730814926,-43.315789749490584,37.974714895567246,0
34.35117777021337,-70.60488897683778,47.12431273760702,0
87.77798857043004,-51.26850246095259,49.65110732846161,0
78.90873843993806,-40.94033649078134,30.90944282892951,0
79.52763295035733,-84.02655250403834,-5.196879870955622,0
108.43856836356825,-122.48462970430488,12.550026413881211,0
91.05283490346557,-141.07527205985014,-8.760215870138307,0
105.24074699636691,-100.63086546779175,37.346466084236006,0
110.74255174383806,-103.6008106843268,-2.949944293738517,0
104.02710616088228,-73.28054504959056,11.063375254602656,0
84.36282261755026,-121.38875818430067,-26.986988113429003,0
69.88887302550962,-94.6308736688484,-6.573012603794033,0
63.2409004206291,-43.90507013134552,13.445896094068894,0
96.25996815368961,-140.1182498403917,3.224755199884471,0
106.04396514172363,-108.78382167619898,-13.072617818236534,0
91.37351714565604,-76.6439127154429,-0.9471488783201898,0
43.74305195036467,-65.47102425208577,56.75391160079158,0
29.520560212064336,-69.83544569744804,36.20449263752348,0
36.86089454166569,-76.00153564594838,46.59439296863908,0
50.70334328359402,-75.47369846417001,60.13891532742958,0
23.769934641200315,-77.0333683598826,41.2761777776826,0
32.467454730636895,-73.63995319335942,52.53849791196514,0
44.7715650897327,-74.17028785885226,62.14345125580948,0
44.691882870281695,-86.36774963216565,63.734397941883856,0
25.974512131223477,-85.02721929659916,46.17000150672799,0
28.125144412212393,-86.2133555969221,36.319241848776365,0
48.77449206152854,-89.12172059547636,59.20879138505361,0
32.74251887030979,-94.59591896038863,44.76512161468284,0
54.342112709847164,-54.88661200170129,60.041386837723785,0
83.9357053918811,-72.34936943923796,64.54975834581104,0
34.17267711575338,-95.79441573542938,52.08813161069334,0
94.2041869732955,-56.958023989312444,19.581660685894626,0
55.990488434217156,-82.2379289564574,-1.9760681541667138,0
80.7650564072861,-57.44233243730515,7.203995106157448,0
98.9549575067943,-85.98443252789184,52.040149145663015,0
88.25251379549724,-99.48451027285064,-13.82619119909494,0
109.77464938406386,-113.62977590171467,26.322007965393166,0
107.5458344492629,-91.07423689903437,4.058197590762781,0
76.10546800832493,-106.63589068605472,-17.600112005173315,0
98.16752279062024,-91.48962345800437,-5.026071054369368,0
40.125971685480906,-72.44963595273843,-2.2001163217796096,0
30.94922385338356,-76.17150469861986,31.830069561608354,0
33.67599162755952,-72.47020697176187,7.666945639768507,0
78.32610448520995,-88.51513965759315,64.23989194677824,0
59.53901818231847,-87.58929268315438,60.980339165779206,0
37.27101995368294,-48.5803409710026,22.18132117177187,0
112.12625843137327,-111.98470943588315,4.423586817792152,0
