x,y,z,Frame
80.1390119245128,-57.3249834663227,-109.41614767428172,0
23.179263568782865,-12.57191418598104,-55.49057734697932,0
26.71828924523398,-8.937549916369603,-56.77549267244351,0
43.27971877177378,-3.9520623078277874,-49.0850862466612,0
52.96616064862498,-8.756467873186043,-42.96067356601914,0
29.362389173590476,-29.424698789348962,-33.491597589372454,0
76.50954519977606,-21.023712587729708,-34.87446268268307,0
73.66583395025376,-4.7887076256523295,-48.009639670612806,0
68.49248969102504,-30.493563036267947,-92.05811172667286,0
90.70770301819438,-78.71040097214888,-74.45754449205471,0
67.24530369574018,-85.33792826624642,-97.51841163977488,0
91.26361747664608,-61.652647637300745,-48.203017165975936,0
95.81780972401695,-55.73194005045267,-86.59108056929237,0
93.53238736278391,-29.42170932693537,-71.24572763331678,0
63.297227733734175,-62.2514950214333,-112.72048451557512,0
55.201262898267515,-39.02254800600305,-90.80157206419166,0
59.067595923418196,1.6102309064382068,-63.44759276680184,0
71.55347693563763,-87.94673870464088,-85.46522892694907,0
90.95192816174065,-57.30152561361736,-97.9890883298424,0
81.41306199316985,-26.13156844109396,-82.84652155929933,0
39.660193469616026,-29.98062603346352,-26.526327200561646,0
21.31764149734282,-24.00236919455151,-44.2086399193278,0
29.277765653370555,-32.820201526241114,-33.18405734975642,0
44.17542183525262,-39.15355159940863,-22.328232682108307,0
13.48530924484727,-28.75789117737767,-32.968669996119246,0
29.421915411876064,-34.154644342112114,-23.594712578166362,0
41.114596113662515,-39.664885882841546,-17.100726975345918,0
38.82336294958403,-48.81411539724301,-18.74444990691486,0
15.012171942922883,-39.22707747581286,-28.617603977656273,0
10.819345252303522,-34.67119586743084,-37.59721753083153,0
38.56912086449709,-46.564923531081334,-27.286317868152352,0
17.391935245573045,-45.41457715882924,-32.733271323291,0
53.61264216800311,-24.013818506295706,-22.852419756108574,0
69.28093314398858,-38.51185020300876,-31.037317555788526,0
21.120841298059663,-50.95084539218921,-26.892267224442136,0
83.384336911621,-19.00416294306805,-60.63878810841125,0
41.014074535394364,-26.664425517995916,-87.84658469418352,0
71.69408648296503,-14.261004626846375,-72.38047290376166,0
86.41578577789227,-50.803962034911024,-33.281092366558056,0
74.87217030135051,-45.392672709574,-98.51048441776526,0
91.2990227844635,-71.55860660882597,-60.67060237471311,0
94.72323919597024,-44.48259379379685,-80.01507211348289,0
60.95386906102176,-50.766142416071155,-101.48225936298448,0
86.59416706925542,-41.087834684245784,-89.73140396839432,0
29.264240060834158,-18.58296417898139,-81.86633002537297,0
19.829425392870796,-26.108476613153247,-47.62625506985426,0
23.877213631466958,-19.537647068444326,-71.95495338683389,0
65.37289368253204,-48.006773267410686,-29.0956462193725,0
47.9633231182901,-45.57786838606289,-29.46937469772667,0
36.068200442685836,-5.527750267333648,-55.463551572104436,0
96.55915074590187,-67.29517414494583,-81.03911799115423,0
96.80897203201387,-43.528332913326345,-57.88181859807933,0
55.529707703344,-16.088137572737878,-29.005578004416893,0
65.07550301510398,-78.08377477556117,-107.93586324785466,0
82.25549621081754,-73.69688957446061,-110.70838488533788,0
91.91426446519453,-30.645144203348575,-45.7184847220694,0
97.94421603001697,-56.68444006099547,-70.21506475692712,0
76.35785890767123,-88.82925506631757,-72.63686799782444,0
73.5209547972354,-73.72152488718898,-43.65223691203767,0
69.52918471307298,-59.97400566381582,-34.142737277381286,0
78.25878871701603,-84.2682295526903,-57.77118834677666,0
49.56817131618422,-28.298415227483076,-22.21355183855303,0
55.39618196201204,-37.137354696157374,-25.84419904459596,0
