X,Y,Z
86.591680,-56.024593,-39.976135
4.766985,-27.684474,-24.129624
7.365480,-23.738508,-23.686107
17.769634,-15.180349,-10.620124
20.717860,-17.910345,-0.352168
2.140618,-44.155310,-6.062899
41.052484,-28.795453,19.253914
43.542266,-11.825861,5.206303
64.163904,-34.724812,-30.876192
79.809850,-76.746756,-9.753727
74.914425,-83.409541,-37.811962
63.162206,-64.828680,10.973179
88.010159,-54.259007,-16.903210
74.313383,-32.692842,-3.881135
76.221082,-61.190848,-48.347332
55.631179,-43.901353,-39.413317
40.162166,-6.569282,-13.303592
72.558691,-86.671784,-26.980944
89.712215,-54.850633,-27.607865
70.512931,-30.302589,-18.864788
7.404274,-43.972230,4.661499
1.394833,-41.765136,-16.789004
2.999870,-46.956067,-5.873456
10.466015,-50.450900,9.157671
-4.287908,-48.677974,-13.218687
-0.888860,-47.865768,-0.662935
5.721855,-51.067652,10.070729
7.289917,-59.540450,7.530348
-2.846963,-56.054096,-10.442560
-3.103053,-55.700559,-17.995872
10.223193,-58.264632,3.317760
0.167607,-61.290853,-11.560076
14.243448,-36.978924,15.219759
33.359447,-48.888321,23.838944
1.056592,-64.337444,-6.519685
61.388798,-23.014446,1.178020
41.298127,-35.437267,-38.060252
56.997450,-18.741459,-14.652577
50.826679,-56.776187,19.568128
75.333762,-46.420649,-34.879181
72.148104,-72.099981,0.508856
82.194293,-45.357603,-11.119801
66.871752,-51.972001,-43.763885
79.316054,-42.709108,-22.703992
25.574407,-27.513456,-41.427926
3.295167,-44.573569,-19.915539
15.403525,-31.455811,-37.184967
30.451790,-61.353579,18.462959
17.451516,-58.597282,8.674606
12.931104,-19.091431,-18.527638
87.619883,-64.883710,-12.528264
72.012663,-46.813452,7.351109
18.528115,-27.663391,12.707780
78.330799,-75.226793,-46.209654
93.012295,-68.484729,-42.137911
59.018187,-37.079770,14.454494
80.364587,-56.858384,-2.331053
69.065681,-86.147566,-15.327275
49.303027,-78.725107,6.297071
38.344819,-70.880868,15.082382
61.095066,-83.145669,-3.470293
12.272123,-42.372548,12.651775
20.631628,-49.946694,15.414867
1.750605,-36.043888,-21.936044
3.630905,-35.149843,-28.378453
52.169156,-22.960232,-28.863669
33.902862,-9.853134,-27.349896
85.131926,-80.665412,-23.601296
86.115588,-82.787967,-31.394934
93.196626,-69.055865,-24.863386
26.476680,-40.183278,-34.344695
9.230801,-47.407872,-28.007892
17.414204,-40.731569,-33.835089
10.339585,-43.601975,-31.489816
9.442216,-54.802054,-20.688087
14.341674,-57.686043,-3.900061
11.874907,-57.415483,-11.947243
27.245545,-68.916186,5.549790
20.803225,-60.479559,0.355398
20.687912,-60.330268,-11.240297
28.023981,-64.767075,-10.725361
20.568064,-54.490449,-21.721149
28.237024,-59.842723,-21.640448
20.576033,-49.350463,-28.356304
28.834022,-50.758928,-29.329237
58.878044,-80.446530,-34.537294
64.096314,-64.126055,-44.493500
60.257906,-85.066877,-27.389992
61.967633,-72.467809,-41.841440
59.772633,-85.647717,-18.945357
55.524779,-59.789741,-41.968762
53.488582,-85.104087,-14.090167
49.614957,-81.907143,-24.383821
49.744829,-76.364736,-32.130175
52.287011,-68.378790,-38.043619
47.007610,-52.805339,-37.859430
42.375459,-71.502571,-28.802244
40.997917,-78.322812,-19.799452
42.538161,-81.934051,-4.985835
43.540986,-63.377838,-34.523363
33.683181,-75.897431,1.669749
33.108403,-72.958939,-13.876796
35.388750,-66.186377,-25.522180
37.002257,-57.078370,-31.036447
37.446041,-45.588522,-34.750839
50.549787,-94.386269,-22.219920
-11.222018,-66.944678,-22.575387
-17.301694,-56.167283,-50.733260
0.825852,-40.988800,-41.705440
-7.500768,-63.150522,-63.953584
31.237170,-95.960665,-6.289299
49.450086,-78.199759,-63.631546
8.556187,-36.065180,-42.441458
21.974069,-101.836680,-18.275656
-1.575171,-50.102788,-29.751195
-15.847123,-91.619699,27.436437
4.748667,-81.745499,34.304860
-0.458060,-72.602688,22.741069
-7.099771,-59.019183,-23.979962
-22.990498,-96.388621,-2.900094
9.927106,-98.696425,14.438876
-22.778399,-74.954503,-33.227963
54.505998,-92.348550,-33.500314
-15.527652,-71.244048,-24.566265
-15.931362,-81.398442,21.178761
