X,Y,Z
82.891318,-51.797596,-58.831478
-9.305137,-29.643816,-18.438290
-7.907816,-25.376749,-19.663665
3.631700,-11.308909,-9.593352
9.643114,-12.845430,0.822826
-4.757823,-44.375142,1.811561
41.536542,-13.065578,17.657778
35.135921,-0.863101,-0.928027
54.348265,-30.903560,-43.774906
91.209862,-67.432326,-23.201860
80.613190,-82.716329,-51.417907
75.758226,-51.810289,4.292096
89.761972,-44.768043,-34.891036
71.738956,-21.139585,-18.495407
71.653437,-60.840939,-64.923982
46.190375,-43.326797,-48.842177
23.587993,-1.475557,-19.648364
82.404882,-83.576094,-38.687323
89.525148,-47.327254,-46.967315
63.446643,-22.572577,-33.145436
3.071487,-40.491238,12.863714
-7.589567,-42.459256,-9.299099
-2.931280,-47.041529,1.462062
8.430890,-45.867870,16.706777
-12.959095,-52.059398,-5.554476
-7.709325,-48.747846,7.430959
2.461098,-48.311803,18.552359
7.244961,-57.507266,15.988158
-8.125678,-59.029486,-2.545800
-7.922987,-57.300117,-9.618286
11.351374,-54.490487,10.842712
-1.665948,-62.042302,-3.364668
11.545197,-28.816568,20.037548
40.211857,-35.261640,26.889157
0.569018,-65.391972,2.291202
55.743890,-11.923300,-9.715379
27.954536,-36.647372,-42.935764
45.285258,-11.872606,-25.052472
61.108922,-43.171201,15.846737
69.178606,-42.197856,-50.911362
85.000692,-61.015505,-9.656879
82.422942,-35.021673,-27.756119
60.104460,-51.542243,-57.260353
75.231424,-34.842943,-39.183838
8.684460,-30.766838,-43.351365
-5.043202,-45.207584,-13.282299
0.331041,-34.654914,-35.726311
39.095671,-49.846218,20.482382
20.658320,-52.064178,13.864199
-2.197363,-17.562634,-17.082946
93.878842,-54.846790,-29.345050
76.695458,-33.256071,-4.903503
13.122846,-19.656220,14.735198
79.067396,-75.488131,-62.584993
93.378688,-64.953784,-62.914992
62.096349,-23.037637,6.178671
86.532782,-45.064071,-17.214301
82.262334,-80.785409,-24.831269
64.426383,-70.234032,3.893868
51.669285,-60.409480,15.151197
76.363855,-75.627428,-9.667516
9.998609,-35.530621,19.541771
22.857337,-40.793292,20.745487
-10.286094,-37.879880,-15.172125
-9.381188,-37.670419,-23.093839
37.942100,-20.287556,-38.119722
14.545202,-8.439549,-32.553176
93.559719,-73.789069,-40.089197
93.193666,-78.694004,-47.564917
98.265408,-61.413901,-43.899495
14.849545,-41.546636,-34.219538
0.639931,-49.707095,-23.404982
5.718199,-43.240720,-31.585231
-0.160176,-46.344727,-27.688691
5.008764,-56.349819,-14.853495
14.932833,-56.586837,1.853993
10.550272,-58.480377,-6.002827
35.985841,-63.407466,8.587004
24.530197,-56.492556,4.492728
21.395958,-60.799720,-7.489847
31.317742,-63.911947,-8.999161
16.244101,-55.479714,-18.707727
26.633621,-60.226669,-20.345756
12.838416,-50.499732,-25.723211
22.139727,-50.914901,-28.841493
63.721137,-81.446447,-43.652397
60.869511,-64.748429,-57.299919
68.747442,-84.105214,-35.498758
62.177806,-73.621668,-53.403138
