X,Y,Z
65.404650,-47.777008,-62.966109
4.864259,-30.604935,0.301903
6.648575,-26.441581,0.892750
21.576341,-20.036883,12.564114
29.421117,-24.952922,20.631493
11.840315,-51.187692,14.685052
58.584166,-36.012019,26.053422
51.060976,-17.900708,16.136057
49.932907,-30.579525,-36.645667
79.921884,-75.304797,-37.993278
59.734765,-77.323841,-65.774778
76.653880,-68.674025,-5.784312
80.238099,-50.747275,-40.898791
73.074643,-33.969002,-14.827029
52.332195,-51.881628,-68.255256
39.008297,-38.454593,-42.573058
36.592285,-9.144283,1.894878
64.367675,-82.594290,-55.183709
75.495811,-48.930392,-52.275524
61.571497,-28.453220,-26.727783
21.658177,-52.249495,23.267488
7.133730,-44.957459,4.929286
12.739060,-53.950911,13.218418
25.717428,-59.558953,23.427863
1.120955,-53.442519,8.992831
9.641625,-56.293945,19.753504
20.681502,-61.039984,26.221696
21.442142,-68.614478,20.217022
3.947108,-61.184508,8.267557
3.715714,-57.784443,-0.107797
24.566893,-66.221600,14.690397
8.775017,-65.300290,2.506516
32.368626,-45.960291,32.885999
55.265156,-58.207025,25.921340
11.025628,-70.043584,7.103305
64.381938,-26.770791,-0.342080
25.849208,-31.531941,-33.722158
51.361420,-18.775743,-12.028714
69.041705,-63.820303,10.083840
58.267810,-39.738829,-49.367909
79.638038,-73.769203,-22.437092
77.774432,-43.621081,-29.551910
46.861269,-44.831246,-55.349718
68.476163,-38.215722,-38.197873
11.012693,-24.036274,-27.734853
7.631496,-46.538195,-0.263544
6.267007,-29.802212,-19.674984
50.903396,-68.038440,17.749218
33.500041,-66.214163,16.054869
13.852511,-21.888334,4.934589
83.807145,-62.362210,-40.407829
79.381488,-49.979539,-7.536510
34.068165,-35.932845,31.589722
56.342341,-67.006417,-73.226837
70.386846,-60.327438,-73.264681
71.184041,-43.102482,8.596117
82.968015,-57.403430,-24.589914
68.690427,-84.476109,-41.815967
63.447970,-82.532479,-9.752683
57.540293,-76.646820,6.643283
68.670933,-84.485422,-25.343972
29.692958,-51.183727,29.807773
39.241875,-59.014399,25.314864
4.103972,-38.599498,1.085103
2.449634,-35.773160,-6.299479
39.599334,-19.679510,-25.910152
23.881566,-8.668522,-10.547828
75.733156,-76.242662,-56.500618
71.927461,-76.335920,-64.521935
80.722593,-63.762076,-56.444577
16.286226,-38.200265,-25.074582
7.033795,-47.662989,-13.253804
9.556970,-39.529928,-20.471317
6.214514,-42.842354,-15.997921
11.426605,-57.682901,-8.834673
24.552374,-65.634507,5.030619
18.484088,-63.450846,-2.376890
42.130612,-74.255160,3.646469
32.756968,-67.148908,4.903204
26.321492,-65.674642,-6.655037
33.730773,-67.696203,-10.887307
19.858006,-56.495832,-14.592524
27.068154,-60.131786,-19.281375
15.743671,-49.253705,-19.101378
22.340331,-49.168765,-23.694608
47.665619,-75.497549,-54.328081
45.099244,-56.381770,-59.330263
53.920241,-81.219843,-49.339275
45.110390,-65.551136,-60.108092
58.580258,-83.525345,-40.970286
40.098038,-53.102785,-50.625137
55.911605,-84.355825,-33.310503
46.499880,-78.835269,-40.050857
41.596168,-71.228646,-45.146750
39.901487,-61.850078,-48.268719
34.299774,-47.277453,-39.440115
37.073117,-67.090212,-36.030928
41.458394,-76.285901,-30.307601
51.486352,-83.773563,-18.431469
34.383134,-57.849316,-38.422786
46.556476,-78.932681,-5.935787
37.653166,-73.122947,-19.106227
32.408618,-63.097607,-27.734065
29.728497,-53.349548,-30.312245
26.077324,-41.678765,-30.568496
50.062251,-91.917329,-43.385337
-3.250308,-68.297684,-5.193538
-25.255752,-52.735090,-30.508179
-6.868423,-38.518328,-23.145021
-28.234072,-56.180117,-49.246377
42.332150,-96.143849,-19.535109
21.336694,-67.079605,-73.830935
-2.436762,-33.620218,-25.002648
27.337792,-98.991608,-29.421497
-0.576186,-48.952723,-11.818039
18.601364,-103.006621,38.232529
38.150082,-93.086906,39.052638
26.917635,-83.297510,34.209925
-1.441701,-59.407283,-5.920574
-2.348370,-102.843810,9.415966
34.654364,-104.496903,10.646974
-17.618851,-75.354597,-15.677114
46.052613,-87.743400,-54.950092
-7.758770,-72.796332,-7.441597
14.198497,-92.321891,36.058225
18.940113,-86.131463,33.673462
-4.810335,-86.512932,-1.936169
15.867475,-107.463871,0.580872
12.432861,-98.709985,36.621594
28.672747,-102.365962,39.101665
34.261136,-81.566184,35.652109
-17.560587,-60.916720,-61.034869
37.633034,-99.437878,-3.178222
22.273021,-106.561454,-13.711107
-4.168519,-94.222231,-38.701789
47.700319,-94.547178,-32.137748
35.579080,-94.573995,-40.756672
-2.723194,-63.479167,-66.574312
33.063400,-82.604271,-61.827725
22.066426,-88.100679,-58.042601
12.023387,-64.428464,-69.140304
0.681349,-50.513816,-10.420493
26.994886,-41.150201,-48.665834
35.677210,-48.051899,-58.731893
14.286154,-34.101254,-40.710798
2.250863,-29.256051,-33.408780
42.589528,-58.250852,-70.946003
7.392221,-92.626638,-49.171190
-0.039690,-63.073304,-3.966815
4.119252,-73.820819,-0.325664
60.052025,-89.035060,-44.887262
-32.028392,-79.004187,-43.972318
55.361291,-91.503626,-14.125276
-26.026046,-68.601976,-22.777239
50.711738,-78.756744,-65.398224
56.888515,-87.119374,-54.244463
-20.958885,-79.525251,-54.929271
48.593175,-87.651350,2.529131
11.625470,-76.546491,-68.621697
58.856060,-90.908542,-29.523701
25.099236,-74.914479,-72.903346
15.404132,-77.142564,8.310207
-6.324015,-79.535142,-64.417071
50.062053,-68.322883,-74.246741
30.893081,-74.422745,19.435531
47.088280,-84.977587,22.416742
-2.996753,-40.461025,-16.980133
-1.420827,-40.322598,-16.439964
4.329290,-43.638785,-26.970496
1.548628,-52.694295,-18.650679
8.393480,-42.425282,-33.524132
0.340940,-46.037119,-22.051228
6.593174,-63.176000,-11.714901
11.420221,-73.072768,-5.680564
17.275592,-77.443066,2.551028
26.548247,-80.151781,3.417473
35.494816,-85.053643,1.046639
19.893615,-73.410693,-10.276952
26.144380,-78.375183,-15.396690
13.373440,-62.864342,-18.281861
17.841180,-66.362325,-25.728709
8.977030,-55.031105,-23.665050
14.834546,-56.697569,-30.692569
38.997132,-61.756111,-62.004946
50.592194,-86.758868,-44.428155
41.115789,-76.990390,-56.674751
47.805660,-84.588072,-51.204276
40.265643,-68.600235,-62.382036
32.297404,-57.204834,-56.729286
48.135325,-88.210498,-36.726235
33.198279,-67.270165,-54.681166
35.431104,-76.496039,-50.078405
40.755753,-83.016650,-43.669284
25.723151,-52.650223,-48.589750
29.277711,-75.066746,-42.236793
35.100426,-82.881519,-33.787275
45.318174,-90.202270,-22.486964
27.526246,-64.033497,-46.638606
41.331004,-88.093560,-9.817208
30.591175,-82.353752,-23.451780
23.512988,-72.033318,-33.034418
21.141719,-60.452984,-38.104447
17.131737,-46.976128,-40.435582
3.020377,-95.074847,11.870872
28.734143,-107.119727,23.525412
43.777787,-89.867509,29.536432
23.280497,-81.043596,20.503724
13.268675,-111.407739,19.179947
33.984751,-81.228128,25.670422
17.792801,-98.133046,-39.053123
27.630717,-92.250501,-48.610126
7.531782,-102.899768,-25.853978
36.695006,-87.744658,-53.882614
-0.723109,-102.220475,-10.004332
-15.909748,-94.626295,-24.380177
-31.060156,-79.410271,-30.277825
-30.406307,-54.785602,-38.476651
-12.238518,-40.943225,-45.225154
13.248637,-50.962654,-57.150581
0.282517,-46.302469,-50.983672
23.192686,-56.776230,-63.811982
-18.873840,-43.797007,-28.354941
32.494902,-62.413773,-74.289872
38.684235,-72.384223,-74.116252
43.439481,-79.333910,-64.500404
-17.814049,-42.293215,-35.784475
-19.481588,-94.309991,-13.173076
39.846104,-90.789678,-46.833284
10.950983,-85.129849,12.503291
48.364873,-21.742594,-41.342939
83.772370,-71.220219,1.504542
77.963495,-28.941808,-10.196620
36.074553,-28.691092,-48.412979
63.377088,-18.339155,-27.743126
70.241269,-21.496242,4.279200
23.397155,-21.727630,-38.833205
52.559787,-8.144522,-11.558229
75.652538,-65.369005,19.047963
56.134594,-31.816813,-52.511150
86.885503,-74.489707,-17.461196
82.874240,-38.400192,-24.392313
44.820627,-36.761435,-58.763737
69.752894,-28.842614,-39.311201
85.795589,-48.914453,-2.073167
77.195150,-41.860011,16.044874
90.021907,-57.076878,-19.947657
38.005872,-10.596891,-30.275099
64.265261,-40.597116,-65.882247
87.247293,-76.986468,-37.523357
84.782379,-47.110811,-38.087070
52.235076,-45.642444,-71.972636
78.291785,-41.899215,-54.844550
90.248066,-61.034673,-39.803518
60.691079,-64.006040,-81.295842
74.827475,-60.736723,-76.202345
83.595747,-76.640008,-57.080503
77.515498,-75.467504,-67.951808
85.414536,-62.749924,-60.808901
76.744895,-88.307622,-39.183491
70.519768,-85.950338,-2.263776
65.149314,-80.726668,13.906062
76.454243,-88.491982,-19.029945
51.387253,-93.305327,-43.231783
43.708163,-98.146209,-17.860507
20.185440,-65.548625,-75.651536
26.597368,-101.714656,-29.232986
