X,Y,Z
81.885010,-59.956606,-42.868883
-8.597433,-39.106661,-42.187075
-7.979031,-35.182095,-45.054046
-2.135745,-16.050047,-39.644324
0.004525,-12.491354,-28.489931
-7.707581,-43.681702,-18.198924
21.923352,-6.805227,-5.858576
19.217590,-1.194730,-26.487851
51.072341,-40.493435,-45.372473
79.383802,-58.592279,-5.938972
81.449361,-81.992695,-26.260052
58.262834,-38.690825,7.128094
79.154931,-43.908849,-24.261617
57.325355,-20.390938,-24.323345
75.619765,-70.308756,-47.401360
47.926399,-53.897399,-47.862786
15.402529,-9.284115,-46.318342
79.594981,-78.813926,-14.666065
82.610563,-50.911546,-33.482224
54.707789,-28.914510,-37.923067
-3.906227,-35.051933,-8.195812
-8.030136,-46.747285,-28.908614
-5.504146,-46.049235,-17.211454
0.871338,-38.380627,-1.743839
-11.100601,-54.583003,-24.740893
-10.096451,-46.557667,-13.104708
-4.107564,-40.916188,-1.143874
1.715080,-49.583592,1.026386
-6.514626,-58.926908,-18.351275
-5.159450,-60.369925,-24.203695
5.859719,-48.181314,-2.566179
-0.208835,-61.492974,-15.026744
-0.827940,-21.182749,-4.779363
22.319952,-22.177257,10.604478
0.681300,-61.883114,-9.229525
40.591510,-10.083993,-24.404936
31.178060,-48.895633,-49.952498
36.124144,-17.507681,-40.684730
41.777505,-29.224985,10.561594
66.728964,-51.533557,-42.627105
69.925682,-49.607535,1.140168
69.937808,-34.313453,-23.886280
62.867279,-61.562372,-46.971726
67.070877,-40.075696,-34.762951
14.692707,-46.860996,-56.930805
-4.517168,-50.422605,-30.721452
5.679159,-48.422166,-51.673426
23.955124,-37.386122,11.493126
12.203381,-44.227479,1.905643
-5.085881,-26.050742,-44.405487
81.787113,-49.813782,-14.860877
58.811778,-25.196611,-7.157420
0.329599,-14.519445,-12.795454
82.402787,-79.542577,-37.783013
94.125054,-70.108108,-39.282007
42.531945,-14.761962,-4.935371
71.170731,-38.028662,-9.988380
74.724797,-71.536347,-4.697183
51.292554,-56.448233,12.042431
36.189265,-46.383108,14.661211
64.798955,-63.225870,4.667070
-0.545080,-27.618121,-2.838221
10.812027,-30.592263,3.474290
-9.073150,-45.240334,-36.188593
-6.058468,-47.943794,-42.945633
35.007940,-31.773334,-50.047722
12.431204,-22.371196,-56.712172
88.292988,-69.537102,-15.813370
91.616323,-76.878386,-21.136241
91.311959,-60.006702,-23.485393
18.877516,-52.020163,-44.178512
5.063665,-57.387703,-35.946916
10.762458,-53.878112,-43.653303
4.720610,-56.039888,-40.788969
7.588729,-59.253243,-24.826307
11.331612,-51.517133,-8.482833
10.141680,-56.793852,-15.427614
26.274794,-53.388454,5.617567
18.271608,-49.982324,-3.521578
19.343702,-57.593962,-13.131995
27.373937,-60.167557,-10.468649
17.612118,-58.261050,-26.102568
26.518166,-62.319056,-23.156299
16.025721,-57.101439,-34.655098
24.425101,-57.763739,-35.028910
65.559335,-81.153759,-24.156905
64.969566,-72.097730,-41.897703
67.508217,-80.300553,-15.233173
66.433700,-77.597496,-34.784006
66.111906,-75.595861,-7.778498
54.880556,-67.932715,-41.488409
59.469723,-74.076729,-2.890127
55.467832,-78.560187,-13.929283
54.405916,-77.785136,-24.215652
54.220463,-73.483482,-33.758997
42.506634,-61.442911,-41.794193
44.768135,-73.197674,-23.844122
45.251554,-74.856737,-11.512967
46.772048,-68.500737,4.106537
43.080024,-69.139144,-33.594722
35.057520,-60.476553,6.000185
35.008876,-68.226471,-9.055467
35.551292,-68.640989,-23.872181
34.096979,-63.497652,-33.545963
31.054828,-54.930575,-42.328168
61.625509,-86.736351,-5.421729
-9.078736,-74.698260,-22.693812
-15.735616,-85.759256,-51.704707
-4.804803,-63.531378,-52.600313
-1.207556,-97.949895,-57.691905
41.782388,-82.096961,9.697001
57.409198,-98.903691,-54.849101
1.645122,-58.185302,-54.666204
37.806782,-96.566046,2.908011
-4.665526,-63.080003,-37.900377
-7.200114,-64.114883,36.014695
5.439656,-50.328298,35.060848
-0.773093,-50.392924,21.379445
-7.476237,-68.055905,-28.674750
-8.124656,-88.477334,14.408294
20.304584,-75.171013,28.524102
-16.022091,-89.861165,-26.030576
65.544877,-91.196302,-16.896606
-11.989446,-80.209686,-21.691477
-9.578945,-59.860367,24.902749
-5.512401,-55.508093,20.603952
-6.849491,-84.716456,-4.605627
11.693397,-90.904957,20.537650
-10.759611,-64.355687,29.379430
-0.759137,-59.041096,39.830119
3.539002,-46.096984,23.575837
15.982323,-101.857708,-56.162733
29.541938,-77.971008,18.787028
24.078443,-93.236864,12.098101
16.138785,-109.329155,-17.878147
52.479969,-83.482886,2.293404
49.690866,-94.696289,-5.712316
32.936010,-100.752749,-54.936022
58.722986,-97.098463,-29.423143
48.203444,-104.013741,-24.810275
47.693457,-98.548048,-56.307152
-3.057017,-62.468070,-35.355847
42.977624,-64.072155,-54.655382
57.768520,-70.287997,-55.429029
26.715150,-60.040902,-56.233116
11.523515,-57.408169,-58.693370
70.966820,-80.277952,-51.863643
32.265231,-108.696472,-20.811596
-4.999502,-68.154284,-23.540747
-0.909620,-71.614671,-11.403504
70.151607,-80.794978,-5.502124
-5.112664,-114.518637,-41.483876
47.652805,-69.016248,12.626938
-20.466910,-92.956622,-37.950407
75.532842,-88.194438,-28.111790
73.764539,-85.866910,-12.962403
11.477607,-113.460013,-41.957745
32.676403,-61.242074,16.424235
47.130340,-106.462221,-44.619139
59.587330,-74.827542,4.390215
59.194926,-101.448905,-45.720880
3.723500,-64.428156,0.240267
29.918909,-110.523104,-42.483545
78.977779,-84.889439,-41.499391
9.529275,-50.327769,9.340491
20.583424,-50.812989,24.322706
-4.494147,-60.326113,-46.827361
-2.630845,-58.927102,-45.726556
10.308292,-63.985885,-46.256974
4.099258,-66.792513,-36.566707
17.714890,-65.246592,-49.580890
4.593374,-64.497043,-43.464398
5.707354,-68.131292,-23.864293
7.688803,-70.777192,-11.278818
8.720866,-66.548010,-1.620624
15.545451,-63.406189,3.490165
24.061704,-64.307103,9.430759
16.940679,-69.265657,-11.385900
25.140200,-72.632305,-8.116060
15.045528,-68.829352,-25.337165
23.185522,-74.368741,-25.291421
13.450362,-68.491707,-35.531052
22.551550,-71.320015,-36.297423
62.903094,-80.121041,-43.516108
62.248090,-84.011510,-9.500321
62.090985,-88.107128,-27.461439
64.143434,-87.238256,-16.023662
64.629937,-84.889675,-38.181888
53.869638,-77.470460,-46.373802
55.497325,-82.576106,-4.789867
53.436983,-83.986093,-36.995368
53.106536,-87.349989,-26.300725
53.780527,-86.091352,-15.283086
42.137979,-73.130171,-46.795592
43.318911,-84.160364,-24.924391
43.377774,-82.859395,-11.958585
44.883790,-77.451918,4.205880
43.504820,-80.024665,-36.260128
34.315398,-70.359740,8.167958
33.699255,-78.342934,-8.159636
32.625638,-80.245330,-23.473674
32.254807,-76.241606,-36.024111
28.768583,-69.248866,-48.379322
-6.314395,-79.827799,11.525808
8.351105,-71.195715,34.959188
13.815421,-52.415469,29.593040
3.495091,-57.907686,12.136602
-1.092689,-82.683039,30.833335
8.831031,-51.210096,18.494684
35.004683,-103.979976,-7.426983
48.094107,-100.600319,-14.559116
19.284156,-103.350940,-1.281012
57.700836,-95.896726,-18.693426
4.101281,-99.087049,4.894256
-1.479578,-106.719827,-14.046117
-15.696998,-106.112783,-35.386035
-12.157631,-92.621656,-55.100431
7.950212,-78.156047,-59.302866
38.082591,-81.537710,-57.488535
22.356821,-80.111155,-55.737404
52.255808,-85.246536,-59.283676
-12.495082,-75.442597,-55.052457
65.586864,-90.045517,-56.700672
69.577767,-93.674255,-43.286170
68.917217,-91.630854,-29.954580
-4.859929,-76.808539,-58.036417
-12.166538,-101.419837,-9.870580
56.288636,-92.600042,-11.154888
-1.008251,-69.789721,7.211545
51.815669,-37.725616,-55.740307
59.671722,-33.308907,15.412224
59.644083,-9.630040,-24.309098
47.916957,-51.054412,-58.822505
55.543998,-20.120951,-46.171022
42.378975,0.435588,-23.812686
31.083507,-46.309208,-60.874541
35.717533,-9.038724,-47.958771
42.830046,-22.501691,19.181295
66.853384,-47.179503,-52.946464
73.475569,-44.224169,8.174034
72.207984,-22.526134,-23.834403
62.913189,-58.552947,-56.706841
69.751318,-31.141502,-43.480241
61.844321,-17.250235,-1.826727
43.318844,-5.181047,0.623052
76.695831,-30.803964,-4.444161
35.374600,-28.574119,-59.942171
82.878825,-56.788830,-51.150065
85.829671,-56.445006,-0.869687
82.990261,-35.922049,-24.364548
77.720650,-68.163596,-55.494556
87.704039,-44.958585,-40.079448
88.076338,-44.713345,-12.512082
91.641159,-80.415878,-43.732916
100.501499,-70.280911,-39.624021
97.111333,-67.932536,-12.090169
98.963784,-75.770660,-21.833828
101.022614,-58.597154,-25.808659
80.542811,-70.200670,3.044303
53.031860,-52.027908,20.971192
38.874054,-41.949358,23.586940
68.080839,-59.444724,14.299983
62.747867,-87.274125,-3.549597
42.207535,-82.348097,12.919115
57.907962,-99.493893,-58.237726
37.488862,-98.590438,4.979806
67.156062,-92.088776,-15.605356
14.949760,-103.323050,-60.114272
30.565419,-79.009152,22.900004
23.505839,-95.408646,14.597931
15.952407,-112.663869,-16.309185
52.649396,-83.291412,5.512457
49.320998,-96.865259,-3.874703
31.934802,-101.666284,-59.114637
58.540983,-99.445208,-27.888082
47.489989,-106.368798,-22.853020
47.109123,-99.572522,-60.308436
42.519821,-63.581248,-57.865518
57.275404,-70.391281,-59.357836
26.483536,-59.958970,-58.651381
71.493999,-81.277893,-55.583347
32.244240,-111.496435,-20.010644
47.983312,-69.091093,15.000482
10.009887,-116.318492,-43.560368
32.967866,-61.697890,19.245108
46.861363,-109.818906,-45.475616
60.630117,-75.837038,7.694296
59.322638,-104.709558,-47.018791
28.844270,-113.481292,-43.371283
78.131944,-90.125544,-27.515804
81.407310,-87.410490,-42.330739
-10.179313,-74.158366,-22.505649
-9.448181,-42.904499,-17.199489
-5.538204,-32.724125,-5.803629
-9.691521,-47.362604,-29.858255
-5.726156,-61.751031,-37.885571
-8.309107,-44.838795,-16.669094
-0.626028,-37.587701,0.979940
-1.263753,-49.200197,19.105702
-8.099404,-67.455114,-27.897121
-13.047527,-54.023129,-28.948357
-11.685062,-44.404970,-14.101686
-3.631097,-38.981540,1.764425
2.856794,-49.545035,3.966327
-7.154040,-61.854212,-18.750612
-5.923741,-61.946838,-25.052614
6.464226,-48.449944,-1.038895
0.382012,-63.320930,-11.251148
-13.558939,-79.589703,-21.112216
-10.494007,-60.367162,23.085217
-6.110688,-54.565725,19.271032
-8.942473,-84.550268,-4.104509
5.475559,-45.245641,22.796207
-0.125889,-65.441164,-8.705214
-6.807236,-52.851615,-31.196098
-4.000860,-60.619174,-35.603734
-5.999248,-67.049138,-24.134879
-1.766988,-70.102034,-11.377007
9.216247,-41.053603,8.549373
2.313603,-63.205318,1.703401
8.783512,-47.830107,11.858894
-2.818261,-26.283255,1.702028
6.221670,-28.923946,9.674011
-10.890596,-46.186952,-38.249604
